Ticket_ID,Customer_Email,Customer_Name,Topic,Channel,Agent_Name,CSAT_Score,Priority,Created_Date,Resolved_Date,Resolution_Hours,Status
TKT-19917,thomasgrimes@example.org,Kaitlyn Delacruz,Billing,Chat,Bot,4,Urgent,2025-10-24,2025-06-24,6.37,Escalated
TKT-64202,mooneyjustin@example.com,Michael Taylor,Billing,Phone,Abigail,1,Urgent,2025-07-20,2025-02-22,1.94,
TKT-55800,wlee@example.com,,,Social Media,Bot,3,Low,2025-01-22,2025-08-21,46.04,In Progress
TKT-45126,ijones@example.net,Alex Merritt,,,,5,Low,2025-02-25,2025-02-13,50.96,Closed
TKT-95215,johnsonwilliam@example.net,Bryce Barton DDS,Refund,Phone,Robert,5,Urgent,2025-01-28,2025-08-22,43.37,Resolved
TKT-51793,mark42@example.net,Lindsey Davis,Refund,Email,,1,Med,2025-09-01,2025-11-15,44.88,Escalated
TKT-47054,howarderic@example.com,Julie Delgado,Login Issue,Email,,5,Med,2025-07-08,2025-05-26,21.54,Open
TKT-43273,kylehamilton@example.net,Kristy Wallace,Login Issue,,Rhonda,5,Medium,2025-02-24,2025-09-08,52.04,Open
TKT-79055,tiffany79@example.org,Jared Holland,Feature Request,Social Media,,,Medium ,2025-11-04,2025-03-17,23.51,Closed
TKT-26996,carloscarr@example.net,Katherine Sullivan,Technical Support,Social Media,Bot,5,H,2025-10-30,2025-05-21,48.54,Escalated
TKT-52786,john85@example.net,,Technical Support,,Bot,5,Urgent,2025-05-06,2025-02-01,11.58,Escalated
,connie29@example.com,Ashley Martin,Login Issue,Email,Sara,,Low,2025-01-20,2025-08-29,13.98,In Progress
TKT-95011,halledward@example.org,Keith Hebert,Billing,,,2,,2025-10-10,2025-02-05,19.8,In Progress
TKT-93147,elizabeth81@example.net,Lisa Medina,Billing,Pigeon Carrier,Bot,5,H,2025-06-09,2025-06-07,27.48,Resolved
TKT-43398,alexismendez@example.net,Richard Montgomery,Technical Support,Social Media,Bot,3,L,,2025-04-10,,Closed
TKT-24284,joshuasanchez@example.com,Sandra Powell,Feature Request,Social Media,Bot,4,,2025-03-27,2025-02-28,57.3,In Progress
TKT-17824,katherinereynolds@example.com,Donald Wheeler,Refund,Chat,Eric,4,Med,2025-08-24,2025-03-21,13.37,Closed
TKT-21569,david61@example.com,Jacob Velasquez,Feature Request,Email,,3,H,2025-11-06,,36.72,In Progress
TKT-52191,kbarnes@example.org,Karen Gibbs,,Phone,Bot,3,L,2025-11-13,2025-05-23,36.64,Open
TKT-34569,,Matthew Olson,Billing,Pigeon Carrier,,1,Low,2025-10-30,2025-06-26,31.69,In Progress
TKT-68596,gregoryalvarez@example.net,Richard Gutierrez,Billing,Chat,,2,,2025-09-03,2025-01-08,32.62,Closed
TKT-85176,pamela74@example.net,Dana Henderson,Login Issue,Social Media,Michael,3,L,2025-06-17,2025-10-03,23.07,In Progress
TKT-19937,rodriguezpatrick@example.com,James Barnes DDS,Feature Request,Email,,5,H,2025-09-26,2025-08-14,14.47,Closed
TKT-29656,soniaedwards@example.com,Anna Gallagher,Refund,Email,Natalie,5,H,2025-05-03,2025-04-25,,Open
TKT-95795,blake38@example.org,Joshua Sanford,Refund,Chat,,1,Med,,2025-03-21,-23.0,
TKT-53302,,Amanda Ferguson,Technical Support,Pigeon Carrier,,1,H,2025-11-17,2025-08-06,52.03,Open
TKT-51456,paulshaw@example.com,,Technical Support,,Katherine,5,Low,2025-06-22,2025-06-14,,Escalated
,michaelevans@example.org,Anthony Davis PhD,Technical Support,Email,Donna,,L,2025-10-07,2025-09-13,50.81,Resolved
TKT-82744,ninacarr@example.com,,Refund,Pigeon Carrier,,4,,2025-01-31,2025-06-10,22.08,Open
TKT-40906,donald46@example.net,Eric Kelley,Technical Support,,Bot,,L,2025-10-30,2025-10-28,15.55,
TKT-43499,joshua24@example.net,Melissa Bowman,Technical Support,Social Media,Eric,1,Med,2025-03-06,2025-03-05,13.15,Resolved
TKT-17146,millerrobin@example.net,Morgan Woods,Feature Request,Social Media,Bot,5,H,2025-07-20,,63.79,In Progress
TKT-76897,robertsondennis@example.org,Lauren Harper,Feature Request,,Rebecca,1,Med,2025-08-19,2025-02-06,65.22,Open
TKT-54680,,James Cole,Refund,Pigeon Carrier,Bot,3,High,2025-09-08,2025-11-03,60.97,Closed
TKT-54533,mgomez@example.net,Kathleen Williams,Technical Support,Phone,,4,Medium,2025-08-31,2025-06-02,24.75,In Progress
TKT-22379,qhaynes@example.org,Chris Smith,,,Bot,,L,2025-10-12,2025-10-10,54.11,
TKT-89549,erika72@example.com,Brenda Fox,Refund,Email,,4,,2025-07-13,2025-11-11,22.03,
TKT-64100,hallmichelle@example.org,Wesley Aguirre,Login Issue,Pigeon Carrier,Bot,3,Low,2025-05-15,2025-05-12,65.07,Resolved
TKT-40723,,David Chan,Technical Support,Phone,Bot,1,Med,2025-09-20,2025-11-08,32.63,Closed
TKT-67919,livingstonchristina@example.com,Jill Mcintyre,Feature Request,Chaat,,,Low,2025-05-03,2025-05-23,30.43,Closed
TKT-73997,lucaswilson@example.com,Dr. Justin Wells,Refund,Social Media,,,,2025-09-13,2025-05-17,12.18,Closed
,,Sarah Thomas,,Pigeon Carrier,,,,2025-09-25,2025-02-21,40.99,Escalated
TKT-77013,johnsonnicholas@example.org,Pamela Johns,Feature Request,,Joseph,5,L,2025-04-15,2025-08-21,60.33,Escalated
TKT-66540,amber13@example.net,Benjamin Nelson,Feature Request,Email,,5,Med,,2025-02-08,42.23,Closed
TKT-17152,johnsontanya@example.net,Justin Bond,Technical Support,Chat,,1,High,,2025-05-27,53.86,Closed
TKT-98025,alanthomas@example.net,Mercedes Oliver,Refund,Phone,James,1,H,2025-04-17,2025-07-25,64.55,Closed
TKT-26806,howardkim@example.com,Brenda Shea,Login Issue,Pigeon Carrier,Wesley,3,Medium,2025-07-16,2025-07-29,52.93,
TKT-99159,ginatucker@example.net,Matthew Anderson,,,Lindsay,5,Low,2025-07-02,,62.4,In Progress
TKT-45175,thomasmcdowell@example.org,Laura Obrien,,,Bot,5,Med,2025-09-20,2025-08-06,4.9,In Progress
TKT-96391,leemichael@example.net,Karen Simpson,Login Issue,Email,Alicia,4,Medium,2025-02-03,2025-01-07,25.78,In Progress
TKT-12574,amy79@example.net,,Login Issue,Pigeon Caarrier,,3,L ,,2025-10-25,21.2,Escalated
TKT-52365,ojohnson@example.com,Stephen Bowers,Technical Support,,Bot,,Urgent ,2025-07-21,2025-08-24,31.92,Open
TKT-59375,brownpatrick@example.net,Robert English,Technical Support,Chat,,2,H,2025-02-15,2025-04-02,53.11,Resolved
TKT-70760,amanda65@example.org,Laura Wise,Login Issue,Sociaal Mediaa,Paul,5,H ,2025-08-15,2025-05-28,24.96,Closed
TKT-34780,kathygonzalez@example.net,Jay Cameron,Technical Support,Chat,,2,L,2025-03-10,2025-05-29,29.4,Open
TKT-94794,smallkatie@example.com,Kim Guzman,Feature Request,Social Media,Danielle,3,Low,2025-09-17,2025-05-14,-7.0,Open
,catherine48@example.org,Steven Holt,Refund,Chat,Bot,4,L,2025-06-16,2025-06-14,54.22,Escalated
TKT-39007,goldentaylor@example.net,Robert Hardin,Refund,Social Media,Bot,5,Medium,2025-07-14,2025-06-01,69.76,Escalated
TKT-32888,andrademark@example.org,Monique Walker,Feature Request,,James,,Medium,2025-07-30,,61.82,Resolved
TKT-33257,parkersandra@example.org,Anthony Vargas,Refund,Pigeon Carrier,,1,Med,2025-03-26,2025-09-10,,Open
,christinemendez@example.com,Emily Hudson,Billing,Chat,Mallory,1,High,2025-12-01,2025-06-16,25.57,Escalated
TKT-42486,wsullivan@example.org,Cynthia Oconnell,,Pigeon Carrier,,3,Low,2025-09-15,2025-09-15,26.26,Closed
TKT-77330,tracie99@example.com,Gregory Thompson,,Pigeon Carrier,Autumn,5,Low,2025-05-21,2025-07-10,49.37,Resolved
TKT-48145,smithmichelle@example.net,Matthew Curry,Technical Support,Chat,Bot,5,L ,2025-01-02,2025-08-03,28.69,Escalated
,johnpierce@example.com,Patrick Blanchard,Feature Request,Pigeon Carrier,Bot,4,H,2025-11-27,2025-07-16,0.53,
TKT-58387,,Gina Harper,,Phone,Bot,2,Urgent,2025-02-04,,63.69,Open
TKT-62989,christopher53@example.net,,,Email,Nathan,3,Low,2025-06-21,2025-04-12,15.01,Escalated
TKT-60153,rachel56@example.com,Whitney Berry,,Pigeon Carrier,,4,H,2025-11-04,2025-05-13,67.19,Escalated
TKT-76570,paula28@example.com,Rodney Jordan,Login Issue,Pigeon Carrier,Bot,3,,2025-10-20,,13.39,Closed
TKT-49535,ylane@example.org,Troy Ortiz,Feature Request,Phone,,5,H,2025-10-09,2025-11-20,,Closed
TKT-39009,joshua27@example.net,Dr. Robert Weaver,Feature Request,,David,3,L,2025-03-11,2025-01-28,29.46,Open
TKT-77793,jesusnelson@example.org,Kevin Riggs,Billing,Social Media,Gary,2,Urgent,2025-07-08,2025-11-09,,Open
TKT-64219,jerryquinn@example.net,,Refund,Social Media,,3,High,2025-01-19,2025-01-05,29.18,In Progress
TKT-32598,johnsonmichael@example.net,Justin Norris,Login Issue,Pigeon Carrier,Bot,,Urgent,2025-08-25,2025-08-09,14.72,In Progress
TKT-44400,lbrooks@example.net,Jesus Shaw MD,Technical Support,Phone,Bot,1,,2025-10-17,2025-09-27,37.07,Escalated
TKT-79789,andrewvalentine@example.org,Brandon Morris,Billing,Phone,Bot,5,Medium,2025-08-15,2025-11-15,59.83,In Progress
TKT-11005,timothysutton@example.com,,Feature Request,,Amy,5,Low,2025-09-10,2025-03-20,39.47,Open
TKT-67183,clarence97@example.com,Amanda Sparks,Feature Request,Email,,4,,2025-01-20,2025-08-19,22.02,Open
TKT-77071,jacksonkelly@example.org,William Frank,Technical Support,Pigeon Carrier,,5,Low,2025-02-05,2025-10-20,16.74,Closed
TKT-68497,davisrobert@example.com,Sharon Snyder MD,Refund,Email,,2,High,2025-04-17,2025-11-06,27.52,Escalated
TKT-61587,joel02@example.org,Gregory Dodson,Feature Request,Phone,Bot,3,Med,,2025-04-23,6.8,
TKT-64381,hebertdevin@example.org,Jeffrey Watts,Refund,Social Media,,,,,2025-02-10,44.22,In Progress
TKT-48044,hicksjeffrey@example.net,Patrick Davis,Billing,Phone,Bot,4,,2025-09-08,,,Escalated
TKT-31483,jsnyder@example.com,,Billing,Chat,Bot,1,Urgent,,2025-06-24,13.88,Open
TKT-58611,michellenelson@example.com,Karen Thompson,Feature Request,Pigeon Carrier,Bot,,Medium,2025-11-06,2025-10-20,15.07,Escalated
TKT-25506,pattersonnichole@example.net,Mia Bell,Feature Request,Chat,Malik,3,Medium,2025-01-03,2025-04-27,3.25,Resolved
TKT-97805,matthewstrevor@example.org,Jeremy Taylor,Login Issue,Phone,Edward,5,Urgent,2025-08-01,2025-05-08,11.69,In Progress
TKT-62470,,Nancy Barrera,,Chat,Bot,1,Low,,2025-09-22,,Escalated
TKT-96269,potterjoann@example.net,,Billing,Pigeon Carrier,Renee,5,Med,2025-07-12,,26.0,Escalated
TKT-22122,asimmons@example.org,Rachel Buchanan,Billing,Chat,,4,Urgent ,2025-01-27,2025-05-01,30.73,Closed
TKT-72957,graymichelle@example.com,Joseph Nelson,Feature Request,Social Media,Bot,5,H,2025-05-06,,6.73,In Progress
TKT-53737,justin57@example.net,,Technical Support,Social Media,Michael,2,Urgent,2025-08-25,2025-01-01,17.15,Escalated
TKT-50365,charles25@example.com,Jason Juarez,Billing,Phone,,1,Medium,2025-11-27,2025-10-24,35.92,Closed
TKT-75020,emcgrath@example.com,Amanda Meza,Login Issue,Pigeon Carrier,Stephanie,5,Medium,2025-04-21,2025-02-18,,
TKT-59737,susan92@example.com,James Watkins,Refund,Phone,Bot,1,,2025-07-24,2025-05-18,13.45,Resolved
TKT-62492,nicholsroberto@example.org,H̩ath̩r N̩lson,Feature Request,Sociaal Mediaa,,5,Urgent,2025-05-30,2025-08-11,62.94,Closed
TKT-93181,james53@example.org,Marissa Harrington PhD,Billing,Chat,James,1,High,2025-11-01,2025-09-17,42.28,Open
TKT-61659,anitasimpson@example.com,Ryan Washington,Login Issue,Social Media,Tyler,5,H ,2025-08-25,2025-03-14,35.94,
TKT-13676,robinsonkimberly@example.com,Jessica Wallace,Login Issue,Email,Bot,3,L,2025-07-29,,3.87,Resolved
TKT-83436,austinjacqueline@example.net,Kristy Perez,Refund,,,4,Low,,2025-11-30,49.91,
TKT-10127,eric66@example.com,,Login Issue,Phone,Denise,1,H,2025-03-29,2025-10-04,57.49,Open
TKT-90063,ftaylor@example.com,Linda Christian,Login Issue,Pigeon Carrier,,1,Low,2025-09-13,2025-01-28,38.23,In Progress
TKT-15351,john37@example.net,Robert Boyd,Refund,Social Media,,1,High,2025-02-13,2025-01-15,36.79,Escalated
,moniquepaul@example.com,Jeremy Martin,Feature Request,Pigeon Caarrier,Thomas,1,Urgent,,2025-01-23,61.26,Open
TKT-32970,andreabrown@example.org,Sean Diaz,,Chat,,,Low,2025-04-19,,56.25,
TKT-53408,cannonstephanie@example.org,,Technical Support,Phone,,5,Low,2025-02-01,2025-06-01,71.25,Resolved
TKT-44924,zgreen@example.org,Zachary Tucker,Technical Support,Chat,Bot,,High,2025-11-23,2025-04-19,4.49,Escalated
TKT-94225,zacharytownsend@example.org,James Kent,Technical Support,Pigeon Carrier,,1,L,,2025-03-30,25.93,Open
TKT-27524,,Justin Miller,Feature Request,Phone,,,H,2025-06-15,2025-03-31,36.27,Closed
TKT-58786,kanetyrone@example.com,Travis Liu,Billing,,Timothy,3,Low,2025-01-09,2025-08-07,4.0,Escalated
TKT-70798,ileonard@example.net,James Jones,Technical Support,Chat,,2,Urgent,2025-02-02,,22.99,Open
TKT-62299,isaiahbrown@example.org,Deanna Martinez,Login Issue,Social Media,Bot,1,,2025-01-31,2025-01-29,38.27,Escalated
TKT-21742,icaldwell@example.net,Monica Maynard,Refund,Social Media,,4,Urgent,,2025-10-22,67.82,Escalated
TKT-49441,hernandezbrian@example.org,William Simmons,Billing,Social Media,Bot,3,Low,2025-04-29,2025-04-27,63.76,
TKT-92765,allenwalter@example.org,Michelle Tate,Login Issue,Chat,Bot,1,L,2025-10-01,2025-09-02,58.42,Open
TKT-37546,david33@example.org,D̩vin Row̩,Feature Request,Phone,Bot,2,H,,2025-08-09,36.09,Escalated
TKT-57366,,Erica Kennedy,Technical Support,Pigeon Carrier,Bot,3,L,2025-08-15,2025-07-16,10.78,Resolved
TKT-87374,keith20@example.org,,Billing,Chat,,2,H,2025-08-30,2025-02-02,63.28,Closed
TKT-60291,ljones@example.net,,,Email,,2,L,2025-07-17,2025-09-30,3.53,In Progress
TKT-94271,lisa93@example.com,Stephanie Olson,Billing,,,4,H,2025-08-01,2025-07-10,48.19,In Progress
TKT-19264,brooksmark@example.com,John Guzman,Feature Request,Chat,Bot,2,Urgent,2025-08-01,,19.61,
TKT-41071,richardgarcia@example.org,Andrea Wolfe,Refund,Social Media,Shane,1,Low,2025-01-14,2025-07-15,,Closed
TKT-11395,calvin24@example.org,Jamie Ray,Login Issue,Pigeon Carrier,Bot,2,H,2025-01-07,2025-10-29,36.09,In Progress
TKT-12027,yhoffman@example.org,Phyllis Patterson,,Phone,,2,Low,2025-02-05,2025-09-18,21.85,Escalated
TKT-45169,makaylaingram@example.com,Kristina Hill,Login Issue,Chat,,2,Medium,2025-08-15,2025-03-03,58.58,In Progress
TKT-77501,markshepard@example.net,Michael Kelly,,Chat,,3,Med,,2025-06-21,55.29,Resolved
TKT-96925,jonathon22@example.net,Jesus Reed,Billing,Social Media,James,5,Low,2025-07-25,2025-08-17,40.64,In Progress
TKT-64872,ianlutz@example.net,Tiffany Singleton,Technical Support,Phone,Amy,1,Medium,2025-01-26,2025-04-26,4.01,Open
TKT-63766,ashley30@example.net,Jeremy Castaneda,Refund,Pigeon Carrier,Bot,2,Med,2025-01-09,2025-11-23,,Resolved
TKT-33536,omartinez@example.net,Valerie Morris,Feature Request,Email,,1,Low,2025-10-21,,27.21,In Progress
TKT-12297,andrew35@example.org,Luis Mcbride,Feature Request,Chaat,,5,Med ,2025-07-23,2025-07-15,,Closed
TKT-25619,,Daisy Rosal̩s DDS,Login Issue,Pigeon Carrier,,2,H,2025-10-13,2025-11-06,17.62,Resolved
TKT-17395,jeffrey37@example.org,Alexander Clay,Feature Request,Pigeon Carrier,Bot,4,Low,2025-02-12,2025-10-16,62.92,Open
TKT-99405,daydaniel@example.com,Daniel Kelley,Refund,Email,Cynthia,5,Medium ,,2025-10-28,11.93,Resolved
,shannonrice@example.org,Alexander Smith,Technical Support,Pigeon Carrier,Bot,3,H,2025-03-28,,38.16,Open
TKT-49455,brettpreston@example.net,Debra Baker,Refund,Social Media,Kristen,2,L,2025-02-15,2025-07-05,36.64,Resolved
TKT-71524,xadams@example.org,William Diaz,Refund,Emaail,,,Urgent,2025-04-08,2025-05-30,59.27,Closed
TKT-45226,dwells@example.com,Justin Olsen,Feature Request,,Timothy,1,H,2025-11-07,2025-11-05,18.87,Open
TKT-94363,,Margaret Brown,Technical Support,Phone,,2,Low,2025-09-29,2025-09-18,19.96,Closed
TKT-90189,buchanantina@example.net,Julie Boyd,Billing,Phone,,4,,2025-10-04,2025-08-10,49.0,Escalated
,jlin@example.com,Timothy Arnold,Refund,Phone,Bot,4,High ,,2025-07-18,70.67,Open
TKT-95646,richard31@example.com,Sharon Hernandez,Refund,Chat,Taylor,,Low,2025-09-30,2025-09-10,64.08,Resolved
TKT-76373,riverajennifer@example.org,Kristen Williams,Refund,Phone,,3,H ,2025-05-22,2025-08-28,,In Progress
TKT-40119,joshualyons@example.com,Nathaniel White,Login Issue,Pigeon Carrier,Alexander,3,H,2025-11-03,2025-09-18,31.8,In Progress
TKT-15890,james93@example.org,Amy Brown DDS,Login Issue,Phone,,4,H,2025-04-01,2025-05-09,11.24,Resolved
TKT-85579,joshuatorres@example.net,Ashley Smith,Technical Support,Pigeon Carrier,,1,H,2025-02-22,2025-04-21,,Escalated
TKT-41580,sharonweeks@example.com,Mr. Matthew Fowler,Feature Request,Email,Bot,4,Medium,2025-03-26,2025-05-21,67.16,In Progress
TKT-54841,joseph60@example.org,Kimberly Howell,Refund,Pigeon Carrier,,3,High,2025-08-16,2025-04-10,57.68,Open
,scott75@example.com,Steven Newton,Feature Request,Chat,Bot,,H,2025-04-23,,19.69,Escalated
TKT-68579,matthew88@example.com,Megan Barrett,Technical Support,Social Media,,2,Urgent ,2025-01-29,2025-06-14,24.69,Resolved
TKT-97974,iangrant@example.org,Rebecca Mitchell,Technical Support,Chat,Bot,1,,2025-09-16,2025-11-16,56.54,Resolved
TKT-36165,lisatrujillo@example.org,Cheryl Wise,Billing,Phone,Jonathan,5,Low,2025-05-21,2025-01-25,58.16,Escalated
TKT-19875,rodriguezpaul@example.net,Christopher Jones,Technical Support,Chat,Bot,1,Urgent,2025-08-14,2025-11-08,33.47,
TKT-19434,,Jacqueline Torres,,Emaail,Bot,5,,2025-04-15,2025-01-23,47.27,Escalated
TKT-91227,michael81@example.org,Sabrina Henderson,Technical Support,Pigeon Carrier,Crystal,10,,2025-11-15,2025-04-05,38.76,Resolved
TKT-72579,sharonjohnson@example.net,Melissa Montoya,Login Issue,Phone,,3,Low,2025-03-10,2025-03-08,50.65,Closed
TKT-34701,groberts@example.com,Tammy Carpenter,Refund,,,3,High,2025-06-03,2025-09-15,54.71,Closed
TKT-93264,elizabeth55@example.org,Abigail Flynn,Feature Request,Chat,Bot,1,Med ,2025-11-13,2025-04-26,,Escalated
TKT-35627,stephensonmary@example.com,Kelly Shepard,Billing,Social Media,Bot,3,Med,2025-10-24,2025-11-17,57.8,Closed
TKT-60045,michaeljohnson@example.org,Michelle Howe,Login Issue,Phone,Bot,,High,,2025-08-03,15.96,
TKT-60107,,Barbara Robinson,Feature Request,Chat,Bot,2,Med,2025-06-15,2025-11-29,39.49,Open
TKT-85858,youngtodd@example.net,Christopher Turner,Technical Support,Social Media,Shannon,5,,2025-03-09,2025-09-27,14.83,Escalated
TKT-74759,jessicajones@example.org,Matthew Williams,Login Issue,Social Media,Bot,2,Low,2025-02-17,2025-03-09,29.72,In Progress
TKT-53043,sara39@example.com,Joshua Smith,Billing,Social Media,,1,Med,2025-02-04,2025-07-15,32.41,Resolved
TKT-89089,johncarroll@example.org,Robert Buck,,Pigeon Carrier,Christine,1,Urgent,2025-05-08,2025-09-04,31.83,Open
TKT-28922,jordandanielle@example.net,David Rivas,Login Issue,Chat,,5,High,2025-08-20,2025-07-07,39.71,Escalated
TKT-13222,ydaniel@example.org,Cynthia King,Billing,Pigeon Carrier,Joseph,4,High,2025-11-20,2025-01-01,47.65,Open
TKT-53443,lrodriguez@example.net,Carrie Baker,Feature Request,,,1,Low,2025-08-23,2025-03-18,71.59,Escalated
TKT-98779,abbottdominique@example.net,Samantha Fuller,Billing,Email,Frank,,Medium,2025-11-21,2025-04-19,54.42,Open
TKT-26743,scarroll@example.net,Justin Flores,Refund,Phone,Diane,4,Med,2025-07-17,2025-09-17,12.06,In Progress
TKT-26219,nicolemcclain@example.net,,Billing,Phone,Dana,3,Medium,2025-08-08,2025-08-29,70.55,Escalated
TKT-90108,ymills@example.net,Morgan Rivera,Technical Support,,,,L,2025-07-26,2025-08-05,,
TKT-71139,elane@example.org,,Technical Support,Chat,,2,Med ,2025-07-30,2025-07-15,15.51,Resolved
TKT-52196,wattsdavid@example.org,Logan Bowers,Login Issue,Pigeon Carrier,Bot,2,Urgent,2025-05-03,2025-02-22,46.5,Open
TKT-24791,jonestanya@example.com,Melinda Holmes,Login Issue,Phone,,4,,2025-10-22,,68.74,Closed
TKT-41077,ovance@example.org,L̩sli̩ St̩wart,Feature Request,,,,Low,2025-04-30,2025-05-10,59.87,Resolved
TKT-74210,dannyvincent@example.net,Stephen Chambers,Login Issue,Phone,Bot,5,,2025-01-25,2025-04-01,32.59,Open
TKT-29991,nguyenmarcus@example.com,,Refund,Phone,Hunter,3,Low,2025-05-24,2025-04-26,48.79,Open
TKT-99831,alexis06@example.org,Billy Jones,Login Issue,,Bot,2,H,2025-01-08,2025-02-08,56.71,Closed
,,Susan Bowers,Billing,Social Media,,5,Medium,2025-02-06,,64.3,Open
TKT-46516,vorr@example.com,Timothy Reed,Technical Support,Email,,1,,2025-03-27,2025-11-11,16.27,Open
,stephensonmichelle@example.com,Melanie Floyd,,Social Media,,1,High,2025-03-04,2025-03-11,27.7,Resolved
TKT-57895,brownpenny@example.org,Stephen Wilcox,Billing,,Bot,3,,2025-05-16,,60.95,Resolved
TKT-94957,nunezdonna@example.com,Gwendolyn Carson,Refund,Pigeon Carrier,Bot,1,L ,2025-03-18,2025-10-13,62.68,In Progress
TKT-81068,emilywong@example.org,Melanie Marshall,Feature Request,Chat,Lisa,5,Medium,2025-06-16,2025-10-24,52.02,Closed
TKT-62014,kmiller@example.org,Jennifer Larson,Refund,Pigeon Carrier,Bot,2,L,2025-11-23,2025-01-22,22.74,Resolved
TKT-83901,xwong@example.net,,Refund,Social Media,,2,Medium,2025-06-01,2025-03-23,10.58,In Progress
TKT-67628,fullerderek@example.net,,Technical Support,Social Media,,1,H,,2025-10-01,50.56,Escalated
TKT-58451,fosternicholas@example.net,Erin Carter,,Social Media,,2,H,,2025-04-18,3.5,
TKT-98143,vincentrebecca@example.com,Jeremiah Brown,Refund,Chat,Bot,1,Low,2025-04-23,2025-11-22,,Resolved
TKT-28215,,Jacqu̩lin̩ Montoya,Billing,Email,,4,High,2025-03-07,2025-07-06,2.63,
TKT-64010,john28@example.net,Vicki Brown,Login Issue,Chat,,4,H,2025-05-31,2025-09-14,5.8,Open
TKT-51978,feliciacruz@example.org,Kevin Davis,Technical Support,Chat,Malik,3,Med,2025-09-30,2025-03-30,44.22,Resolved
TKT-78214,carolynjones@example.net,Jason Mendoza,Login Issue,Email,Bot,2,Medium,2025-04-11,2025-08-04,,In Progress
TKT-63027,johnjackson@example.org,Robert Thompson,Refund,Chat,Bot,4,,2025-03-10,,44.5,In Progress
,williamfoster@example.org,Steven Koch,Refund,Social Media,Bot,4,L,2025-11-28,2025-09-03,64.45,In Progress
TKT-81878,walleralex@example.net,James Hines,Refund,Email,Bot,2,L,,2025-05-26,,Resolved
TKT-56245,hdoyle@example.net,James Norton,Technical Support,,,,High ,2025-05-05,2025-07-25,23.27,Open
TKT-41438,joshuaduran@example.net,Christopher Roman,Billing,Pigeon Carrier,,,Low,2025-05-11,2025-07-09,24.66,In Progress
TKT-84403,delgadoroger@example.net,J̩ssica Taylor,Feature Request,Phone,,5,H,2025-04-10,2025-10-20,53.15,In Progress
